,DBN,year,Q1_funding_sources,Q2_label,Q3_label,Unnamed,school_name,grade,category,number_tested,mean_scale_score,level_1,level_1_1,level_2,level_2_1,level_3,level_3_1,level_4,level_4_1,level_3_4,level_3_4_1
1833,27Q282,2018,4,sufficient,increased,27Q282All Grades2018All Students,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,All Grades,All Students,179,600.6424561000001,40.0,22.34636879,66.0,36.87150955,48.0,26.81564331,25.0,13.96648026,73.0,40.78212357
1834,27Q297,2018,2,sufficient,decreased,27Q297All Grades2018All Students,HAWTREE CREEK MIDDLE SCHOOL,All Grades,All Students,312,593.2211304,146.0,46.79487228,96.0,30.76922989,52.0,16.66666603,18.0,5.769230843,70.0,22.43589783
1835,27Q306,2018,1,insufficient,same,27Q306All Grades2018All Students,NEW YORK CITY ACADEMY FOR DISCOVERY,All Grades,All Students,188,596.5,55.0,29.2553196,61.0,32.44680786,46.0,24.46808434,26.0,13.82978725,72.0,38.29787064
1836,27Q309,2018,2,insufficient,increased,27Q309All Grades2018All Students,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCH,All Grades,All Students,188,582.5266113,127.0,67.55319214,49.0,26.06382942,12.0,6.382978916,0.0,0.0,12.0,6.382978916
1837,27Q316,2018,0,sufficient,increased,27Q316All Grades2018All Students,QUEENS EXPLORERS ELEMENTARY SCHOOL,All Grades,All Students,63,606.333313,4.0,6.3492064479999994,14.0,22.22222137,30.0,47.61904907,15.0,23.80952454,45.0,71.42857361
1838,27Q317,2018,3,sufficient,increased,27Q317All Grades2018All Students,WATERSIDE CHILDREN'S STUDIO SCHOOL,All Grades,All Students,222,595.522522,81.0,36.48648834,57.0,25.67567635,51.0,22.97297287,33.0,14.864865300000002,84.0,37.83783722
1839,27Q318,2018,1,insufficient,decreased,27Q318All Grades2018All Students,WATERSIDE SCHOOL FOR LEADERSHIP,All Grades,All Students,219,587.9863281,135.0,61.64383698,65.0,29.68036461,16.0,7.30593586,3.0,1.3698630330000001,19.0,8.67579937
1840,27Q319,2018,0,insufficient,decreased,27Q319All Grades2018All Students,VILLAGE ACADEMY,All Grades,All Students,362,587.5773315,211.0,58.28729248,120.0,33.14916992,25.0,6.906077385,6.0,1.657458544,31.0,8.56353569
1841,27Q323,2018,5,sufficient,same,27Q323All Grades2018All Students,SCHOLARS' ACADEMY,All Grades,All Students,451,622.1152954,5.0,1.1086474659999999,31.0,6.873614311,116.0,25.72062111,299.0,66.29711914,415.0,92.01773834
1842,27Q333,2018,1,sufficient,same,27Q333All Grades2018All Students,GOLDIE MAPLE ACADEMY,All Grades,All Students,202,593.2574463,84.0,41.58415985,58.0,28.71287155,43.0,21.28712845,17.0,8.415842056,60.0,29.702970500000003
1843,27Q362,2018,0,sufficient,same,27Q362All Grades2018All Students,WAVE PREPARATORY ELEMENTARY SCHOOL,All Grades,All Students,251,603.6055908,56.0,22.31075668,48.0,19.12350655,83.0,33.06772995,64.0,25.49800873,147.0,58.56573868
1844,28Q008,2018,1,sufficient,same,28Q008All Grades2018All Students,J.H.S. 008 RICHARD S. GROSSLEY,All Grades,All Students,316,594.1613769999999,138.0,43.67088699,86.0,27.21518898,57.0,18.03797531,35.0,11.07594967,92.0,29.11392403
1845,28Q040,2018,1,insufficient,increased,28Q040All Grades2018All Students,P.S. 040 SAMUEL HUNTINGTON,All Grades,All Students,243,594.2139892999999,88.0,36.21399307,71.0,29.21810722,56.0,23.04526711,28.0,11.52263355,84.0,34.56790161
1846,28Q048,2018,0,insufficient,same,28Q048All Grades2018All Students,P.S. 048 WILLIAM WORDSWORTH,All Grades,All Students,267,598.4569092,73.0,27.34082413,74.0,27.71535492,70.0,26.21722794,50.0,18.72659111,120.0,44.94382095
1847,28Q050,2018,1,insufficient,decreased,28Q050All Grades2018All Students,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,All Grades,All Students,365,604.0684813999999,77.0,21.09589005,71.0,19.45205498,107.0,29.315069199999996,110.0,30.13698578,217.0,59.45205307
1848,28Q054,2018,1,insufficient,same,28Q054All Grades2018All Students,P.S. 054 HILLSIDE,All Grades,All Students,293,596.7815552000001,99.0,33.78839493,77.0,26.27986336,74.0,25.25597191,43.0,14.6757679,117.0,39.93173981
1849,28Q055,2018,3,insufficient,same,28Q055All Grades2018All Students,P.S. 055 MAURE,All Grades,All Students,219,601.5205687999999,41.0,18.72146034,60.0,27.39726067,72.0,32.8767128,46.0,21.00456619,118.0,53.88127899
1850,28Q072,2018,2,insufficient,same,28Q072All Grades2018All Students,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,All Grades,All Students,338,587.6834106000001,206.0,60.94674683,87.0,25.739645,33.0,9.763313293,12.0,3.55029583,45.0,13.31360912
1851,28Q080,2018,1,insufficient,same,28Q080All Grades2018All Students,PS 80  THE THURGOOD MARSHALL MAGNET SCHOOL OF MULT,All Grades,All Students,241,594.755188,85.0,35.26971054,73.0,30.29045677,49.0,20.33195114,34.0,14.10788345,83.0,34.43983459
1852,28Q082,2018,2,insufficient,same,28Q082All Grades2018All Students,P.S. 082 HAMMOND,All Grades,All Students,322,594.0652466,116.0,36.02484512,86.0,26.70807457,77.0,23.91304398,43.0,13.35403728,120.0,37.26708221
1853,28Q086,2018,1,insufficient,decreased,28Q086All Grades2018All Students,P.S. Q086,All Grades,All Students,511,599.6888428,136.0,26.61448097,117.0,22.896282199999998,153.0,29.94129181,105.0,20.54794502,258.0,50.48923492
1854,28Q099,2018,2,insufficient,same,28Q099All Grades2018All Students,P.S. 099 KEW GARDENS,All Grades,All Students,424,608.4882202,63.0,14.85849094,75.0,17.68867874,125.0,29.48113251,161.0,37.97169876,286.0,67.45282745
1855,28Q101,2018,1,insufficient,same,28Q101All Grades2018All Students,P.S. 101 SCHOOL IN THE GARDENS,All Grades,All Students,275,615.5018311000001,17.0,6.181818008,37.0,13.45454502,65.0,23.63636398,156.0,56.72727203,221.0,80.36363983
1856,28Q117,2018,2,insufficient,same,28Q117All Grades2018All Students,P.S. 117 J. KELD / BRIARWOOD SCHOOL,All Grades,All Students,450,600.9133301,96.0,21.33333397,124.0,27.55555534,134.0,29.77777863,96.0,21.33333397,230.0,51.11111069
1857,28Q121,2018,1,sufficient,same,28Q121All Grades2018All Students,P.S. 121 QUEENS,All Grades,All Students,471,606.8280029,68.0,14.43736744,107.0,22.71762276,132.0,28.02547836,164.0,34.8195343,296.0,62.84500885
1858,28Q139,2018,2,insufficient,decreased,28Q139All Grades2018All Students,P.S. 139 REGO PARK,All Grades,All Students,346,606.3497313999999,66.0,19.07514381,69.0,19.94219589,92.0,26.58959579,119.0,34.39306259,211.0,60.98265839
1859,28Q140,2018,3,insufficient,same,28Q140All Grades2018All Students,P.S. 140 EDWARD K ELLINGTON,All Grades,All Students,107,600.2523193,20.0,18.69158936,40.0,37.38317871,27.0,25.23364449,20.0,18.69158936,47.0,43.92523193
1860,28Q144,2018,3,sufficient,same,28Q144All Grades2018All Students,P.S. 144 COL JEROMUS REMSEN,All Grades,All Students,364,612.4011230000001,37.0,10.16483498,67.0,18.40659332,99.0,27.19780159,161.0,44.23077011,260.0,71.42857361
1861,28Q157,2018,3,insufficient,same,28Q157All Grades2018All Students,J.H.S. 157 STEPHEN A. HALSEY,All Grades,All Students,1221,610.1040039,208.0,17.03521729,289.0,23.6691246,285.0,23.34152412,439.0,35.95413589,724.0,59.29565811
1862,28Q160,2018,2,insufficient,decreased,28Q160All Grades2018All Students,P.S. 160 WALTER FRANCIS BISHOP,All Grades,All Students,291,589.3883057,136.0,46.73539352,84.0,28.86598015,57.0,19.58762932,14.0,4.810996532,71.0,24.39862633
1863,28Q161,2018,2,insufficient,same,28Q161All Grades2018All Students,P.S. 161 ARTHUR ASHE SCHOOL,All Grades,All Students,311,609.0353393999999,29.0,9.32475853,69.0,22.18649483,111.0,35.69131851,102.0,32.79742813,213.0,68.48874664
1864,28Q167,2018,1,sufficient,same,28Q167All Grades2018All Students,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,All Grades,All Students,287,598.2090454,95.0,33.1010437,87.0,30.3135891,73.0,25.43553925,32.0,11.14982605,105.0,36.5853653
1865,28Q174,2018,6,sufficient,decreased,28Q174All Grades2018All Students,P.S. 174 WILLIAM SIDNEY MOUNT,All Grades,All Students,307,609.9967651000001,43.0,14.00651455,56.0,18.24104309,80.0,26.058631899999998,128.0,41.69380951,208.0,67.75244141
1866,28Q175,2018,2,insufficient,decreased,28Q175All Grades2018All Students,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,All Grades,All Students,352,604.5653687000001,75.0,21.30681801,73.0,20.73863602,93.0,26.42045403,111.0,31.53409004,204.0,57.95454407
1867,28Q182,2018,1,insufficient,same,28Q182All Grades2018All Students,P.S. 182 SAMANTHA SMITH,All Grades,All Students,391,590.9462891,174.0,44.50127792,101.0,25.83120155,79.0,20.2046032,37.0,9.462915421,116.0,29.66751862
1868,28Q190,2018,0,insufficient,decreased,28Q190All Grades2018All Students,J.H.S. 190 RUSSELL SAGE,All Grades,All Students,673,610.1723632999999,121.0,17.97919846,146.0,21.69390869,146.0,21.69390869,260.0,38.63298798,406.0,60.32689285
1869,28Q196,2018,2,insufficient,same,28Q196All Grades2018All Students,P.S. 196 GRAND CENTRAL PARKWAY,All Grades,All Students,387,625.6434326,4.0,1.033591747,19.0,4.90956068,72.0,18.6046505,292.0,75.45219421,364.0,94.05684662
1870,28Q206,2018,1,na,same,28Q206All Grades2018All Students,P.S. 206 THE HORACE HARDING SCHOOL,All Grades,All Students,265,596.3509521000001,88.0,33.20754623,71.0,26.79245377,65.0,24.52830124,41.0,15.47169781,106.0,40.0
1871,28Q217,2018,4,insufficient,same,28Q217All Grades2018All Students,J.H.S. 217 ROBERT A. VAN WYCK,All Grades,All Students,1049,596.3632202,409.0,38.98951339999999,298.0,28.40800858,194.0,18.49380302,148.0,14.108675,342.0,32.60247803
1872,28Q220,2018,0,insufficient,increased,28Q220All Grades2018All Students,P.S. 220 EDWARD MANDEL,All Grades,All Students,321,599.6137085,102.0,31.77570152,66.0,20.56074715,65.0,20.2492218,88.0,27.41432953,153.0,47.66355133
1873,28Q284,2018,4,insufficient,same,28Q284All Grades2018All Students,YORK EARLY COLLEGE ACADEMY,All Grades,All Students,187,603.0855713,40.0,21.39037514,53.0,28.3422451,53.0,28.3422451,41.0,21.92513275,94.0,50.26737976
1874,28Q287,2018,1,insufficient,decreased,28Q287All Grades2018All Students,THE EMERSON SCHOOL,All Grades,All Students,317,588.7129517000001,186.0,58.67507935,80.0,25.23659325,35.0,11.0410099,16.0,5.0473184589999995,51.0,16.08832741
1875,28Q303,2018,3,insufficient,same,28Q303All Grades2018All Students,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,All Grades,All Students,35,629.0571289,0.0,0.0,1.0,2.857142925,6.0,17.142856600000002,28.0,80.0,34.0,97.14286041
1876,28Q310,2018,2,sufficient,decreased,28Q310All Grades2018All Students,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,All Grades,All Students,234,599.6367798,77.0,32.90598297,75.0,32.05128098,50.0,21.36752129,32.0,13.67521381,82.0,35.04273605
1877,28Q312,2018,2,insufficient,same,28Q312All Grades2018All Students,JAMAICA CHILDREN'S SCHOOL,All Grades,All Students,32,592.125,8.0,25.0,15.0,46.875,7.0,21.875,2.0,6.25,9.0,28.125
1878,28Q332,2018,3,insufficient,same,28Q332All Grades2018All Students,REDWOOD MIDDLE SCHOOL,All Grades,All Students,260,593.2423096,117.0,45.0,86.0,33.07692337,47.0,18.07692337,10.0,3.846153736,57.0,21.92307663
1879,28Q354,2018,1,insufficient,decreased,28Q354All Grades2018All Students,THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,All Grades,All Students,232,591.1206665,99.0,42.67241287,76.0,32.75862122,43.0,18.53448296,14.0,6.034482956000001,57.0,24.56896591
1880,28Q358,2018,1,sufficient,increased,28Q358All Grades2018All Students,M.S. 358,All Grades,All Students,247,595.0202637,94.0,38.05667877,84.0,34.008098600000004,43.0,17.40890694,26.0,10.52631569,69.0,27.93522263
1881,28Q680,2018,0,insufficient,decreased,28Q680All Grades2018All Students,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,All Grades,All Students,265,622.6679077,10.0,3.773584843,22.0,8.301886559,60.0,22.64151001,173.0,65.28302002,233.0,87.92453003
1882,28Q896,2018,1,sufficient,increased,28Q896All Grades2018All Students,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",All Grades,All Students,154,609.2597656,16.0,10.38961029,30.0,19.48052025,61.0,39.61038971,47.0,30.51947975,108.0,70.12986755
1883,29Q015,2018,1,sufficient,same,29Q015All Grades2018All Students,P.S. 015 JACKIE ROBINSON,All Grades,All Students,207,593.5990601,85.0,41.06280136,57.0,27.53623199,39.0,18.84057999,26.0,12.56038666,65.0,31.40096664
1884,29Q033,2018,0,insufficient,decreased,29Q033All Grades2018All Students,P.S. 033 EDWARD M. FUNK,All Grades,All Students,441,598.8662109,115.0,26.07709694,123.0,27.89115715,113.0,25.62358284,90.0,20.40816307,203.0,46.03174591
1885,29Q034,2018,0,insufficient,same,29Q034All Grades2018All Students,P.S. 034 JOHN HARVARD,All Grades,All Students,272,598.3639526000001,80.0,29.41176414,77.0,28.30882263,55.0,20.22058868,60.0,22.05882263,115.0,42.27941132
1886,29Q035,2018,1,insufficient,decreased,29Q035All Grades2018All Students,P.S. 035 NATHANIEL WOODHULL,All Grades,All Students,289,595.7889404,91.0,31.48788834,81.0,28.02768135,76.0,26.297576899999996,41.0,14.186851500000001,117.0,40.48442841
1887,29Q036,2018,1,insufficient,decreased,29Q036All Grades2018All Students,P.S. 036 SAINT ALBANS SCHOOL,All Grades,All Students,215,590.4232787999999,97.0,45.116279600000006,76.0,35.34883881,29.0,13.48837185,13.0,6.04651165,42.0,19.5348835
1888,29Q037,2018,3,insufficient,same,29Q037All Grades2018All Students,CYNTHIA JENKINS SCHOOL,All Grades,All Students,219,589.4749146,94.0,42.92237473,66.0,30.13698578,46.0,21.00456619,13.0,5.936072826,59.0,26.940639500000003
1889,29Q038,2018,1,insufficient,same,29Q038All Grades2018All Students,P.S. 038 ROSEDALE,All Grades,All Students,125,601.7680054,23.0,18.39999962,40.0,32.0,33.0,26.39999962,29.0,23.20000076,62.0,49.59999847
1890,29Q052,2018,0,insufficient,same,29Q052All Grades2018All Students,P.S. 052 QUEENS,All Grades,All Students,210,587.4619141,116.0,55.23809433,45.0,21.4285717,37.0,17.61904716,12.0,5.7142858510000005,49.0,23.33333397
1891,29Q095,2018,2,insufficient,same,29Q095All Grades2018All Students,P.S. 095 EASTWOOD,All Grades,All Students,613,604.0473022000001,106.0,17.29200745,171.0,27.89559555,172.0,28.05872726,164.0,26.75366974,336.0,54.812397
1892,29Q109,2018,1,insufficient,same,29Q109All Grades2018All Students,JEAN NUZZI INTERMEDIATE SCHOOL,All Grades,All Students,954,595.4423218,406.0,42.55765152,285.0,29.87421417,159.0,16.66666603,104.0,10.90146732,263.0,27.56813431
1893,29Q116,2018,2,insufficient,same,29Q116All Grades2018All Students,P.S./I.S. 116 WILLIAM C. HUGHLEY,All Grades,All Students,438,587.9749146,243.0,55.47945023,112.0,25.57077599,66.0,15.06849289,17.0,3.881278515,83.0,18.94977188
1894,29Q118,2018,0,insufficient,increased,29Q118All Grades2018All Students,P.S. 118 LORRAINE HANSBERRY,All Grades,All Students,210,590.4047852000001,91.0,43.33333206,62.0,29.52380943,45.0,21.4285717,12.0,5.7142858510000005,57.0,27.1428566
1895,29Q131,2018,1,insufficient,same,29Q131All Grades2018All Students,P.S. 131 ABIGAIL ADAMS,All Grades,All Students,439,610.4213867000001,45.0,10.25056934,80.0,18.22323418,132.0,30.06833649,182.0,41.45785904,314.0,71.52619934
1896,29Q132,2018,1,insufficient,decreased,29Q132All Grades2018All Students,P.S. 132 RALPH BUNCHE,All Grades,All Students,147,598.5782471,46.0,31.29251671,43.0,29.25170135,28.0,19.04761887,30.0,20.40816307,58.0,39.45578384
1897,29Q134,2018,1,sufficient,same,29Q134All Grades2018All Students,P.S. 134 HOLLIS,All Grades,All Students,160,587.7999877999999,81.0,50.625,42.0,26.25,27.0,16.875,10.0,6.25,37.0,23.125
1898,29Q135,2018,3,insufficient,same,29Q135All Grades2018All Students,THE BELLAIRE SCHOOL,All Grades,All Students,440,597.7750244,122.0,27.72727203,143.0,32.5,104.0,23.63636398,71.0,16.13636398,175.0,39.77272797
1899,29Q136,2018,2,insufficient,same,29Q136All Grades2018All Students,P.S. 136 ROY WILKINS,All Grades,All Students,277,590.3934937000001,113.0,40.79422379,92.0,33.21299744,50.0,18.05054092,22.0,7.942238331,72.0,25.99278069
1900,29Q138,2018,0,sufficient,increased,29Q138All Grades2018All Students,P.S./M.S. 138 SUNRISE,All Grades,All Students,455,589.68573,236.0,51.86813354,140.0,30.76922989,62.0,13.62637329,17.0,3.7362637519999997,79.0,17.36263657
1901,29Q147,2018,2,insufficient,decreased,29Q147All Grades2018All Students,P.S./M.S. 147 RONALD MCNAIR,All Grades,All Students,387,588.3540039,217.0,56.07234955,103.0,26.61498642,51.0,13.17829418,16.0,4.134366989,67.0,17.31266212
1902,29Q156,2018,0,insufficient,same,29Q156All Grades2018All Students,P.S. 156 LAURELTON,All Grades,All Students,127,588.8582763999999,66.0,51.96850204,35.0,27.55905533,19.0,14.96062946,7.0,5.5118112560000005,26.0,20.47244072
1903,29Q176,2018,3,insufficient,increased,29Q176All Grades2018All Students,P.S. 176 CAMBRIA HEIGHTS,All Grades,All Students,328,605.1341553,64.0,19.51219559,78.0,23.78048706,81.0,24.69512177,105.0,32.01219559,186.0,56.70731735
1904,29Q181,2018,1,insufficient,same,29Q181All Grades2018All Students,P.S. 181 BROOKFIELD,All Grades,All Students,146,591.8150635,57.0,39.04109573,51.0,34.93150711,34.0,23.28767204,4.0,2.739726067,38.0,26.02739716
1905,29Q192,2018,3,insufficient,same,29Q192All Grades2018All Students,I.S. 192 THE LINDEN,All Grades,All Students,458,586.4584961,276.0,60.26200867,134.0,29.25764275,38.0,8.296943665,10.0,2.183406115,48.0,10.48034954
1906,29Q195,2018,1,insufficient,same,29Q195All Grades2018All Students,P.S. 195 WILLIAM HABERLE,All Grades,All Students,246,584.7194824,149.0,60.56910706,55.0,22.35772324,34.0,13.82113838,8.0,3.252032518,42.0,17.07317162
1907,29Q208,2018,3,insufficient,decreased,29Q208All Grades2018All Students,P.S./I.S. 208,All Grades,All Students,466,602.1351929,106.0,22.7467804,148.0,31.75965691,104.0,22.31759644,108.0,23.17596626,212.0,45.49356079
1908,29Q238,2018,2,insufficient,same,29Q238All Grades2018All Students,I.S. 238 - SUSAN B. ANTHONY ACADEMY,All Grades,All Students,858,592.3170166,412.0,48.01864624,225.0,26.22377586,137.0,15.96736622,84.0,9.79020977,221.0,25.75757599
1909,29Q251,2018,0,insufficient,decreased,29Q251All Grades2018All Students,P.S. 251 QUEENS,All Grades,All Students,152,595.2171021,51.0,33.55263138,40.0,26.31579018,49.0,32.23684311,12.0,7.894736767,61.0,40.13158035
1910,29Q259,2018,0,sufficient,same,29Q259All Grades2018All Students,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,All Grades,All Students,181,589.8508301,103.0,56.90607834,37.0,20.441989899999996,26.0,14.36464119,15.0,8.28729248,41.0,22.65193367
1911,29Q268,2018,2,insufficient,decreased,29Q268All Grades2018All Students,P.S./I.S. 268,All Grades,All Students,350,596.4428711,102.0,29.1428566,124.0,35.42856979,91.0,26.0,33.0,9.428571701000001,124.0,35.42856979
1912,29Q270,2018,0,sufficient,same,29Q270All Grades2018All Students,THE GORDON PARKS SCHOOL,All Grades,All Students,543,598.4401245,150.0,27.62430954,197.0,36.2799263,142.0,26.15101242,54.0,9.94475174,196.0,36.09576416
1913,29Q283,2018,1,insufficient,same,29Q283All Grades2018All Students,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,All Grades,All Students,60,596.4333496,20.0,33.33333206,21.0,35.0,9.0,15.0,10.0,16.66666603,19.0,31.66666603
1914,29Q289,2018,1,insufficient,same,29Q289All Grades2018All Students,QUEENS UNITED MIDDLE SCHOOL,All Grades,All Students,162,584.1358032,112.0,69.13580322,34.0,20.98765373,14.0,8.641975403,2.0,1.234567881,16.0,9.876543045
1915,29Q295,2018,2,insufficient,same,29Q295All Grades2018All Students,P.S./I.S. 295,All Grades,All Students,279,605.3799437999999,42.0,15.05376339,88.0,31.541217800000002,89.0,31.89964104,60.0,21.50537682,149.0,53.40501785
1916,29Q355,2018,2,sufficient,same,29Q355All Grades2018All Students,COLLABORATIVE ARTS MIDDLE SCHOOL,All Grades,All Students,283,587.6678467,163.0,57.59717178,84.0,29.68197823,27.0,9.540636063,9.0,3.1802120210000004,36.0,12.72084808
1917,29Q356,2018,3,insufficient,decreased,29Q356All Grades2018All Students,COMMUNITY VOICES MIDDLE SCHOOL,All Grades,All Students,282,586.2978516,169.0,59.92907715,81.0,28.72340393,28.0,9.929078102,4.0,1.418439746,32.0,11.34751797
1918,30Q002,2018,3,insufficient,same,30Q002All Grades2018All Students,P.S. 002 ALFRED ZIMBERG,All Grades,All Students,300,609.9400024,40.0,13.33333302,61.0,20.33333397,71.0,23.66666603,128.0,42.66666794,199.0,66.33333588
1919,30Q010,2018,0,insufficient,same,30Q010All Grades2018All Students,I.S. 010 HORACE GREELEY,All Grades,All Students,707,601.4172363,196.0,27.722772600000003,224.0,31.68316841,169.0,23.90381813,118.0,16.69024086,287.0,40.59405899
1920,30Q011,2018,4,insufficient,same,30Q011All Grades2018All Students,P.S. 011 KATHRYN PHELAN,All Grades,All Students,646,604.1795654,134.0,20.74303436,158.0,24.45820427,174.0,26.93498421,180.0,27.86377716,354.0,54.79876328
1921,30Q017,2018,2,insufficient,same,30Q017All Grades2018All Students,P.S. 017 HENRY DAVID THOREAU,All Grades,All Students,225,591.8533325,90.0,40.0,64.0,28.44444466,48.0,21.33333397,23.0,10.22222233,71.0,31.55555534
1922,30Q069,2018,7,insufficient,decreased,30Q069All Grades2018All Students,P.S. 069 JACKSON HEIGHTS,All Grades,All Students,531,606.0602417,85.0,16.00753212,127.0,23.91713715,155.0,29.19020653,164.0,30.8851223,319.0,60.07532883
1923,30Q070,2018,1,sufficient,increased,30Q070All Grades2018All Students,P.S. 070,All Grades,All Students,389,604.9074707000001,82.0,21.07969093,87.0,22.36503792,105.0,26.99228859,115.0,29.56298256,220.0,56.55527115
1924,30Q076,2018,1,insufficient,increased,30Q076All Grades2018All Students,P.S. 076 WILLIAM HALLET,All Grades,All Students,187,592.4705811000001,78.0,41.71123123,47.0,25.13368988,44.0,23.52941132,18.0,9.625668526,62.0,33.15507889
1925,30Q078,2018,1,insufficient,same,30Q078All Grades2018All Students,P.S./I.S. 78Q,All Grades,All Students,298,608.348999,33.0,11.07382584,64.0,21.476511,107.0,35.90604019,94.0,31.54362488,201.0,67.44966125
1926,30Q084,2018,3,insufficient,decreased,30Q084All Grades2018All Students,P.S. 084 STEINWAY,All Grades,All Students,98,607.4081421,14.0,14.28571415,24.0,24.48979568,23.0,23.46938705,37.0,37.75510025,60.0,61.22449112
1927,30Q085,2018,1,insufficient,decreased,30Q085All Grades2018All Students,P.S. 085 JUDGE CHARLES VALLONE,All Grades,All Students,286,606.5244751,63.0,22.02797127,56.0,19.58041954,66.0,23.07692337,101.0,35.31468582,167.0,58.39160919
1928,30Q092,2018,1,sufficient,increased,30Q092All Grades2018All Students,P.S. 092 HARRY T. STEWART SR.,All Grades,All Students,387,595.3049316,116.0,29.97416115,143.0,36.95090485,90.0,23.255813600000003,38.0,9.819121361,128.0,33.07493591
1929,30Q111,2018,2,abundant,same,30Q111All Grades2018All Students,P.S. 111 JACOB BLACKWELL,All Grades,All Students,139,580.1295166,107.0,76.97841644,21.0,15.10791397,9.0,6.474820137000001,2.0,1.438848972,11.0,7.913669109
1930,30Q112,2018,2,insufficient,same,30Q112All Grades2018All Students,P.S. 112 DUTCH KILLS,All Grades,All Students,210,598.147644,61.0,29.04761887,63.0,30.0,48.0,22.8571434,38.0,18.09523773,86.0,40.95238113
1931,30Q122,2018,5,insufficient,decreased,30Q122All Grades2018All Students,P.S. 122 MAMIE FAY,All Grades,All Students,797,615.0175781,93.0,11.66875744,92.0,11.54328728,184.0,23.08657455,428.0,53.70138168,612.0,76.78795624
1932,30Q126,2018,2,insufficient,decreased,30Q126All Grades2018All Students,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING AR,All Grades,All Students,641,598.9921875,248.0,38.68954849,151.0,23.55694199,98.0,15.28861141,144.0,22.46489906,242.0,37.75350952
1933,30Q127,2018,2,insufficient,increased,30Q127All Grades2018All Students,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,All Grades,All Students,823,594.2503052000001,331.0,40.21871185,260.0,31.59173775,156.0,18.95504189,76.0,9.234507561000001,232.0,28.189550399999995
1934,30Q141,2018,1,insufficient,same,30Q141All Grades2018All Students,I.S. 141 THE STEINWAY,All Grades,All Students,1080,609.1601562999999,176.0,16.29629707,267.0,24.72222137,286.0,26.48148155,351.0,32.5,637.0,58.98147964
1935,30Q145,2018,2,sufficient,same,30Q145All Grades2018All Students,I.S. 145 JOSEPH PULITZER,All Grades,All Students,1610,601.0267334,478.0,29.68944168,525.0,32.60869598,314.0,19.50310516,293.0,18.19875717,607.0,37.70186234
1936,30Q148,2018,1,na,same,30Q148All Grades2018All Students,P.S. 148 QUEENS,All Grades,All Students,437,595.6338501,145.0,33.180778499999995,137.0,31.35011482,97.0,22.19679642,58.0,13.27231121,155.0,35.46910858
1937,30Q149,2018,2,insufficient,same,30Q149All Grades2018All Students,P.S. 149 CHRISTA MCAULIFFE,All Grades,All Students,616,597.4204712000001,176.0,28.5714283,188.0,30.51947975,165.0,26.7857151,87.0,14.12337685,252.0,40.90909195
1938,30Q150,2018,2,insufficient,decreased,30Q150All Grades2018All Students,P.S. 150 QUEENS,All Grades,All Students,544,610.4669188999999,62.0,11.39705849,123.0,22.61029434,141.0,25.91911697,218.0,40.07352829,359.0,65.99264526
1939,30Q151,2018,1,insufficient,same,30Q151All Grades2018All Students,P.S. 151 MARY D. CARTER,All Grades,All Students,186,593.4031982000001,72.0,38.70967865,49.0,26.34408569,40.0,21.50537682,25.0,13.44085979,65.0,34.94623566
1940,30Q152,2018,4,insufficient,decreased,30Q152All Grades2018All Students,P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,All Grades,All Students,567,607.109375,71.0,12.52204609,142.0,25.04409218,163.0,28.7477951,191.0,33.68606567,354.0,62.43386078
1941,30Q166,2018,4,insufficient,same,30Q166All Grades2018All Students,P.S. 166 HENRY GRADSTEIN,All Grades,All Students,545,608.0421752999999,73.0,13.39449501,111.0,20.36697197,162.0,29.724771500000003,199.0,36.51375961,361.0,66.23853302
1942,30Q171,2018,0,insufficient,decreased,30Q171All Grades2018All Students,P.S. 171 PETER G. VAN ALST,All Grades,All Students,237,590.3797607000001,108.0,45.56962204,64.0,27.00421906,44.0,18.56540108,21.0,8.860759735,65.0,27.42616081
1943,30Q204,2018,2,sufficient,same,30Q204All Grades2018All Students,I.S. 204 OLIVER W. HOLMES,All Grades,All Students,454,595.9052734,179.0,39.42731094,130.0,28.63436127,92.0,20.26431656,53.0,11.67400837,145.0,31.93832588
1944,30Q212,2018,4,insufficient,same,30Q212All Grades2018All Students,P.S. 212,All Grades,All Students,353,604.7790527000001,65.0,18.41359711,82.0,23.22946167,100.0,28.32861137,106.0,30.02832794,206.0,58.35694122
